2020-08-15 01:52:36 INFO  UserService:29 - UserService gets user info from driver: ruki11
2020-08-15 01:52:50 INFO  UserService:29 - UserService gets user info from driver: ruki
2020-08-15 01:52:51 INFO  UserDAO:96 - UserDAO user info: User [userName = ruki, password = ruki, userType = client]
2020-08-15 01:53:47 INFO  UserService:29 - UserService gets user info from driver: jjtartam
2020-08-15 01:53:48 INFO  UserDAO:96 - UserDAO user info: User [userName = jjtartam, password = jjtartam, userType = employee]
2020-08-15 01:56:01 INFO  UserService:34 - User Service insertUser User [userName = goodemp, password = goodemp, userType = client]
2020-08-15 02:01:49 INFO  UserService:29 - UserService gets user info from driver: rujj
2020-08-15 02:09:40 INFO  UserService:24 - UserService gets user name from driver: ruki
2020-08-15 02:12:09 INFO  UserService:24 - UserService gets user name from driver: ruki
2020-08-15 02:13:32 INFO  UserService:24 - UserService gets user name from driver: ruki
2020-08-15 02:15:53 INFO  UserService:24 - UserService gets user name from driver: ruki
2020-08-15 02:21:56 INFO  UserService:24 - UserService gets user name from driver: ruki
2020-08-15 02:22:46 INFO  UserService:34 - User Service insertUser User [userName = ruki, password = ruki, userType = client]
2020-08-15 02:23:51 INFO  UserService:29 - UserService gets user info from driver: ruki
2020-08-15 02:23:52 INFO  UserDAO:96 - UserDAO user info: User [userName = ruki, password = ruki, userType = client]
2020-08-15 02:25:06 INFO  UserService:24 - UserService gets user name from driver: ruki
2020-08-15 02:26:50 INFO  UserService:24 - UserService gets user name from driver: ruki
2020-08-15 02:30:35 INFO  UserService:24 - UserService gets user name from driver: ruki
2020-08-15 02:34:22 INFO  UserService:24 - UserServicefin user by name: ruki
2020-08-15 02:34:51 INFO  UserService:34 - User Service insertUser User [userName = rukitry1, password = ruki, userType = client]
2020-08-15 02:34:51 INFO  UserDAO:122 - UserDAO user info: User [userName = rukitry1, password = ruki, userType = client]
2020-08-15 03:32:39 INFO  UserService:29 - UserService gets user info from driver: ruki
2020-08-15 03:32:40 INFO  UserDAO:97 - UserDAO user info: User [userName = ruki, password = ruki, userType = client]
2020-08-15 03:58:54 INFO  UserService:29 - UserService gets user info from driver: ruki
2020-08-15 03:58:55 INFO  UserDAO:97 - UserDAO user info: User [userName = ruki, password = ruki, userType = client]
2020-08-15 04:01:49 INFO  UserService:29 - UserService gets user info from driver: ruki
2020-08-15 04:01:50 INFO  UserDAO:97 - UserDAO user info: User [userName = ruki, password = ruki, userType = client]
2020-08-15 12:21:29 INFO  UserService:29 - UserService gets user info from driver: ruki
2020-08-15 12:21:30 INFO  UserDAO:97 - UserDAO user info: User [userName = ruki, password = ruki, userType = client]
2020-08-15 12:47:53 INFO  UserService:29 - UserService gets user info from driver: ruki
2020-08-15 12:47:54 INFO  UserDAO:97 - UserDAO user info: User [userName = ruki, password = ruki, userType = client]
2020-08-15 12:47:54 INFO  UserService:21 - CustomerService  find customer by user name: ruki
2020-08-15 12:58:04 INFO  UserService:29 - UserService gets user info from driver: ruki
2020-08-15 12:58:05 INFO  UserDAO:97 - UserDAO user info: User [userName = ruki, password = ruki, userType = client]
2020-08-15 12:58:05 INFO  UserService:21 - CustomerService  find customer by user name: ruki
2020-08-15 12:58:57 INFO  UserService:29 - UserService gets user info from driver: ruki
2020-08-15 12:58:58 INFO  UserDAO:97 - UserDAO user info: User [userName = ruki, password = ruki, userType = client]
2020-08-15 12:58:58 INFO  UserService:21 - CustomerService  find customer by user name: ruki
2020-08-15 12:58:58 INFO  UserService:84 - CustomerDAO customer info: Customer [customerId=0, firstName=Rukiye, middleName=Nafis, lastName=Eziz, userName=ruki, address=123 abc, city=Tokyo, state=Tokyo, zip=1234, phoneNumber=12345678 ]
2020-08-15 13:05:49 INFO  UserService:29 - UserService gets user info from driver: aki
2020-08-15 13:08:19 INFO  UserService:29 - UserService gets user info from driver: aki
2020-08-15 13:11:34 INFO  UserService:29 - UserService gets user info from driver: aki
2020-08-15 13:11:48 INFO  UserService:29 - UserService gets user info from driver: akidobie
2020-08-15 13:11:48 INFO  UserDAO:97 - UserDAO user info: User [userName = akidobie, password = akidobie, userType = client]
2020-08-15 13:11:48 INFO  UserService:21 - CustomerService  find customer by user name: akidobie
